SchoolName,COUNTA of Level,School Type,Jewish,Catholic,Religious,Student Teacher Ratio,Students
P.S. 361 EAST FLATBUSH EARLY CHILDHOOD SCHOOL,1,0,0,0,0,12.0000000,396.0
"P.S. 372 -THE CHILDREN'S SCHOOL, THE CHILDREN'S SCHOOL (PROGRAM)",5,0,0,0,0,7.0300000,436.0
P.S. 373 - BROOKLYN TRANSITION CENTER,2,0,0,0,0,5.3600000,418.0
"P.S. 373 - BROOKLYN TRANSITION CENTER, COBBLE HILL SCHOOL OF AMERICAN STUDIES",3,0,0,0,0,11.4800000,316.0
"P.S. 373 - BROOKLYN TRANSITION CENTER, GOTHAM PROFESSIONAL ARTS ACADEMY",1,0,0,0,0,9.4900000,217.0
"P.S. 373 @ BEDFORD STUYVESANT PREPHS, BROOKLYN ACADEMY HIGH SCHOOL, BEDFORD STUYVESANT COLLEGIATE CH",3,0,0,0,0,6.0700000,82.0
"P.S. 375 JACKIE ROBINSON SCHOOL, EBBETS FIELD MIDDLE SCHOOL, EXPLORE EXCEED CHARTER UPPER SCHOOL",1,0,0,0,0,6.8300000,123.0
"P.S. 375 JACKIE ROBINSON SCHOOL, EBBETS FIELD MIDDLE SCHOOL, EXPLORE EXCEED CHARTER UPPER SCHOOL",1,0,0,0,0,13.0000000,262.0
P.S. 376,0,0,0,0,0,12.4200000,488.0
P.S. 377 ALEJANDRINA B. DE GAUTIER,4,0,0,0,0,13.5100000,851.0
P.S. 377 ALEJANDRINA B. DE GAUTIER,4,0,0,0,0,10.4600000,173.0
"P.S. 380 JOHN WAYNE ELEMENTARY, P.S. K141",1,0,0,0,0,10.9800000,390.0
P.S. 397 FOSTER-LAURIE,1,0,0,0,0,12.0300000,165.0
P.S. 40 BROOKLYN,2,0,0,0,0,10.5500000,431.0
P.S. 56 THE LOUIS DESARIO SCHOOL,2,0,0,0,0,14.0200000,640.0
"P.S. 6 CORPORAL ALLAN F. KIVLEHAN SCHOOL, P373R AT R006",0,0,0,0,0,11.6300000,471.0
P.S. 65 THE ACADEMY OF INNOVATIVE LEARNING,0,0,0,0,0,11.1100000,382.0
P.S. 723,4,0,0,0,0,4.7000000,393.0
P.S. 74 FUTURE LEADERS ELEMENTARY SCHOOL,3,0,0,0,0,10.5900000,247.0
P.S. 748 BROOKLYN SCHOOL FOR GLOBAL SCHOLARS,0,0,0,0,0,14.5700000,434.0
P.S. 754 BRONX CAREER DEVELOPEMENT,3,0,0,0,0,6.5900000,357.0
P.S. 754 BRONX CAREER DEVELOPEMENT,3,0,0,0,0,†,398.0
P.S. 78,1,0,0,0,0,12.1800000,525.0
P.S. 81Q JEAN PAUL RICHTER,4,0,0,0,0,15.5500000,713.0
P.S. 86 BRONX MINI SCHOOL,1,0,0,0,0,12.2900000,1269.0
"P.S. 89, I.S. 289",0,0,0,0,0,11.2400000,239.0
"P.S. 89, I.S. 289",0,0,0,0,0,13.5800000,340.0
P.S. 958,0,0,0,0,0,8.0800000,50.0
"P.S. K004, P.S. 007 ABRAHAM LINCOLN",0,0,0,0,0,14.6000000,628.0
"P.S. K053, ACHIEVEMENT FIRST BUSHWICK CHARTER SCHOOL, EVERGREEN M.S. FOR URBAN EXPLORATION",0,0,0,0,0,9.2400000,342.0
"P.S. K140, LEADERSHIP PREP BEDFORD STUYVESANT CHARTER SCHOOL",1,0,0,0,0,4.4800000,318.0
"P.S. K225 - THE EILEEN E. ZAGLIN, P.S. K771",2,0,0,0,0,11.2800000,963.0
"P.S. K225 - THE EILEEN E. ZAGLIN, P.S. K771",2,0,0,0,0,5.5000000,532.0
P.S. K753 - SCHOOL FOR CAREER DEVELOPMENT,3,0,0,0,0,4.3200000,354.0
"P.S. K753 SCHOOL FOR CAREER DEVELOPMENT, LYFE [BABIES], W. H. MAXWELL CAREER AND TECHNICAL EDUCATION",0,0,0,0,0,7.8600000,408.0
P.S. K811 CONNIE LEKAS SCHOOL,1,0,0,0,0,5.6900000,273.0
P.S. M811 - MICKEY MANTLE SCHOOL,1,0,0,0,0,4.7400000,466.0
P.S. R037,0,0,0,0,0,5.2400000,493.0
P.S. R373,1,0,0,0,0,5.4400000,634.0
"P.S. X010, COLLEGIATE INSTITUTE FOR MATH AND SCIENCE, ASTOR COLLEGIATE ACADEMY, C COLUMBUS HS YABC,",2,0,0,0,0,12.3000000,441.0
"P.S. X010, COLLEGIATE INSTITUTE FOR MATH AND SCIENCE, ASTOR COLLEGIATE ACADEMY, C COLUMBUS HS YABC,",2,0,0,0,0,8.8800000,373.0
"P.S. X010, COLLEGIATE INSTITUTE FOR MATH AND SCIENCE, ASTOR COLLEGIATE ACADEMY, C COLUMBUS HS YABC,",2,0,0,0,0,15.4300000,564.0
"P.S. X010, COLLEGIATE INSTITUTE FOR MATH AND SCIENCE, ASTOR COLLEGIATE ACADEMY, C COLUMBUS HS YABC,",2,0,0,0,0,11.8000000,353.0
"P.S. X010, COLLEGIATE INSTITUTE FOR MATH AND SCIENCE, ASTOR COLLEGIATE ACADEMY, C COLUMBUS HS YABC,",2,0,0,0,0,12.8000000,458.0
P.S. X012 LEWIS AND CLARK SCHOOL,0,0,0,0,0,4.5600000,287.0
"P.S. X012 LEWIS AND CLARK SCHOOL, BLUEPRINT MIDDLE SCHOOL, P.S. 119",2,0,0,0,0,10.9000000,562.0
"P.S. X017, P.S. 043 JONAS BRONCK",0,0,0,0,0,12.6600000,343.0
P.S. X088 - S. SILVERSTEIN LITTLE SPARROW SCHOOL,0,0,0,0,0,8.0000000,96.0
P.S. X114 - LUIS LLORENS TORRES SCHOOLS,0,0,0,0,0,12.1700000,483.0
"P.S. X140 THE EAGLE SCHOOL, P186X @ PS 140X",3,0,0,0,0,12.3900000,380.0
"P.S. X176, I.S. 181 PABLO CASALS",3,0,0,0,0,11.7800000,628.0
"P.S. X188, URBAN ASSEMBLY SCHOOL FOR CAREERS IN SPORTS, WALKABOUT BRONX HIGH SCHOOL, KIPP ACADEMY CH",0,0,0,0,0,8.1000000,170.0
P.S. X721 - STEPHEN MCSWEENEY SCHOOL,0,0,0,0,0,5.6700000,484.0
P.S./ I.S. 155 NICHOLAS HERKIMER,5,0,0,0,0,11.3800000,296.0
P.S./I.S.  229 DYKER,0,0,0,0,0,15.2800000,1144.0
P.S./I.S. 137 RACHEL JEAN MITCHELL,0,0,0,0,0,9.0200000,141.0
P.S./I.S. 217 ROOSEVELT ISLAND,2,0,0,0,0,18.3600000,716.0
"P.S./I.S. 218 RAFAEL HERNANDEZ DUAL LANGUAGE MAGNET SCHOOL, P723X @ IS 218X",2,0,0,0,0,11.1300000,853.0
"P.S./I.S. 323, MOTT HALL BRIDGES ACADEMY, P396K AT K263",3,0,0,0,0,10.4600000,175.0
"P.S./I.S. 323, MOTT HALL BRIDGES ACADEMY, P396K AT K263",3,0,0,0,0,11.3200000,511.0
"P.S./M.S. 004 CROTONA PARK WEST, ICAHN CHARTER SCHOOL 6",0,0,0,0,0,14.3600000,316.0
"P.S./M.S. 004 CROTONA PARK WEST, ICAHN CHARTER SCHOOL 6",0,0,0,0,0,12.2500000,343.0
P.S./M.S. 029 MELROSE SCHOOL,0,0,0,0,0,9.7400000,713.0
P.S.150 TRIBECA LEARNING CENTER,3,0,0,0,0,17.4300000,194.0
"P053K @ K437, MS 839, PS 130 THE PARKSIDE ANNEX",2,0,0,0,0,10.4400000,321.0
"P138M AT M189, P.S. 189",1,0,0,0,0,12.7000000,453.0
"P186X @ P306X, THE BRONX SCHOOL OF YOUNG LEADERS, P.S. 306",4,0,0,0,0,10.3400000,432.0
P186X WALTER J. DAMROSCH SCHOOL,1,0,0,0,0,5.9000000,661.0
"P186X WALTER J. DAMROSCH SCHOOL, SAMARA COMMUNITY SCHOOL, FAIRMONT NEIGHBORHOOD SCHOOL",1,0,0,0,0,11.8900000,226.0
"P226M @ STUYVESANT H.S., STUYVESANT HIGH SCHOOL",4,0,0,0,0,20.4600000,3334.0
P373K AT MEDGAR EVERS COLLEGE,0,0,0,0,0,9.9200000,374.0
"PACE HIGH SCHOOL, M.S. 131, EMMA LAZARUS HIGH SCHOOL",3,0,0,0,0,12.7500000,293.0
"PACE HIGH SCHOOL, M.S. 131, EMMA LAZARUS HIGH SCHOOL",3,0,0,0,0,5.1900000,236.0
"PACE HIGH SCHOOL, M.S. 131, EMMA LAZARUS HIGH SCHOOL",3,0,0,0,0,8.7600000,529.0
"PAN AMERICAN INTERNATIONAL HIGH SCHOOL AT MONROE, LEARNING TO WORK YABC AT MONROE ACADEMY, THE METRO",4,0,0,0,0,10.6600000,340.0
"PAN AMERICAN INTERNATIONAL HIGH SCHOOL AT MONROE, LEARNING TO WORK YABC AT MONROE ACADEMY, THE METRO",4,0,0,0,0,10.8100000,389.0
"PAN AMERICAN INTERNATIONAL HIGH SCHOOL AT MONROE, LEARNING TO WORK YABC AT MONROE ACADEMY, THE METRO",4,0,0,0,0,10.3900000,296.0
"PARKSIDE PREPARATORY ACADEMY, EXPLORE CHARTER SCHOOL, P.S. K141",0,0,0,0,0,12.4300000,519.0
"PARKSIDE PREPARATORY ACADEMY, EXPLORE CHARTER SCHOOL, P.S. K141",0,0,0,0,0,10.0100000,311.0
"PARKSIDE PREPARATORY ACADEMY, EXPLORE CHARTER SCHOOL, P.S. K141",0,0,0,0,0,5.1300000,385.0
"PATHWAYS IN TECHNOLOGY EARLY COLLEGE HIGH SCHOOL (P-TECH), LYFE [BABIES], ACADEMY FOR HEALTH CAREERS",2,0,0,0,0,11.9500000,231.0
"PATHWAYS IN TECHNOLOGY EARLY COLLEGE HIGH SCHOOL (P-TECH), LYFE [BABIES], ACADEMY FOR HEALTH CAREERS",2,0,0,0,0,13.7100000,520.0
PORT RICHMOND SCHOOL FOR VISIONARY LEARNING,0,0,0,0,0,14.5800000,403.0
"PRE-K CENTER AT 19 DOCK STREET CAMPUS, DOCK STREET SCHOOL FOR STEAM STUDIES",2,0,0,0,0,14.0600000,278.0
PS 048 WILLIAM C. WILCOX,1,0,0,0,0,12.3600000,983.0
PS 178 ST CLAIR MCKELWAY,4,0,0,0,0,14.7400000,280.0
PS 315 LAB SCHOOL,0,0,0,0,0,11.5300000,190.0
PS 5 PORT MORRIS,2,0,0,0,0,10.4400000,608.0
"PS 889, IS 338",2,0,0,0,0,6.5800000,301.0
"PS 889, IS 338",2,0,0,0,0,14.0300000,386.0
PS. 081 THADDEUS STEVENS,0,0,0,0,0,10.6500000,213.0
"PS/MS 11X498 - VAN NEST ACADEMY, P.S. X596 AT X498, ICAHN CHARTER SCHOOL 2",0,0,0,0,0,12.2600000,331.0
"PS/MS 11X498 - VAN NEST ACADEMY, P.S. X596 AT X498, ICAHN CHARTER SCHOOL 2",0,0,0,0,0,11.4800000,599.0
"RED HOOK NEIGHBORHOOD SCHOOL, SUMMIT ACADEMY CHARTER SCHOOL",1,0,0,0,0,5.2400000,89.0
"RED HOOK NEIGHBORHOOD SCHOOL, SUMMIT ACADEMY CHARTER SCHOOL",1,0,0,0,0,8.1000000,203.0
"RIVERDALE AVENUE COMMUNITY SCHOOL, RIVERDALE AVENUE MIDDLE SCHOOL",0,0,0,0,0,12.5000000,300.0
"RIVERDALE AVENUE COMMUNITY SCHOOL, RIVERDALE AVENUE MIDDLE SCHOOL",0,0,0,0,0,9.0000000,118.0
SAMARA COMMUNITY SCHOOL,0,0,0,0,0,12.7800000,294.0
"SCHOOL OF PERFORMING ARTS, SOUTH BRONX CLASSICAL CHARTER SCHOOL, ACCION ACADEMY",3,0,0,0,0,7.4500000,230.0
"SCHOOL OF PERFORMING ARTS, SOUTH BRONX CLASSICAL CHARTER SCHOOL, ACCION ACADEMY",3,0,0,0,0,6.6600000,196.0
"SCHOOL OF PERFORMING ARTS, SOUTH BRONX CLASSICAL CHARTER SCHOOL, ACCION ACADEMY",3,0,0,0,0,†,498.0
"SCHOOL OF PERFORMING ARTS, SOUTH BRONX CLASSICAL CHARTER SCHOOL, ACCION ACADEMY",3,0,0,0,0,†,279.0
"SCHOOL OF PERFORMING ARTS, SOUTH BRONX CLASSICAL CHARTER SCHOOL, ACCION ACADEMY",3,0,0,0,0,†,500.0
SOUTH BROOKLYN COMMUNITY HIGH SCHOOL,1,0,0,0,0,6.9600000,103.0
SOUTH RICHMOND HIGH SCHOOL I.S./P.S. 25,0,0,0,0,0,†,7.0
"SPACE SHUTTLE COLUMBIA SCHOOL, P.S. R373",0,0,0,0,0,11.4800000,696.0
"SPRUCE STREET SCHOOL, P.S. M094 @ PS 397M",0,0,0,0,0,11.0600000,431.0
"STATEN ISLAND SCHOOL OF CIVIC LEADER, P.S. R373",0,0,0,0,0,13.2700000,838.0
STATEN ISLAND TECHNICAL HIGH SCHOOL,2,0,0,0,0,17.0900000,1374.0
"SUCCESS ACADEMY CHARTER SCH-BRONX 3, D79 @ BANANA KELLY H.S., LONGWOOD PREPARATORY ACADEMY",0,0,0,0,0,10.2800000,349.0
"SUCCESS ACADEMY CHARTER SCHOOL - BED STUY 1, SUCCESS ACADEMY CHARTER SCHOOL - BED-STUY 1 MIDDLE SCHO",3,0,0,0,0,4.0900000,220.0
TEACHERS COLLEGE COMMUNITY SCHOOL,1,0,0,0,0,14.6100000,326.0
"THE ANGELO PATRI MIDDLE SCHOOL, THEATRE ARTS PRODUCTION COMPANY SCHOOL",2,0,0,0,0,8.7000000,338.0
"THE ANGELO PATRI MIDDLE SCHOOL, THEATRE ARTS PRODUCTION COMPANY SCHOOL",2,0,0,0,0,9.2500000,503.0
"THE BROOKLYN SCHOOL FOR MATH AND RESEARCH, ACADEMY FOR ENVIRONMENTAL LEADERSHIP, BUSHWICK SCHOOL FOR",2,0,0,0,0,10.9300000,275.0
"THE BROOKLYN SCHOOL FOR MATH AND RESEARCH, ACADEMY FOR ENVIRONMENTAL LEADERSHIP, BUSHWICK SCHOOL FOR",2,0,0,0,0,11.0900000,403.0
"THE BROOKLYN SCHOOL FOR MATH AND RESEARCH, ACADEMY FOR ENVIRONMENTAL LEADERSHIP, BUSHWICK SCHOOL FOR",2,0,0,0,0,11.1000000,333.0
"THE BROOKLYN SCHOOL FOR MATH AND RESEARCH, ACADEMY FOR ENVIRONMENTAL LEADERSHIP, BUSHWICK SCHOOL FOR",2,0,0,0,0,9.4700000,272.0
"THE EAGLE ACADEMY FOR YOUNG MEN OF STATEN ISLAND, I.S. 49 BERTA A. DREYFUS",0,0,0,0,0,5.8700000,285.0
"THE EAGLE ACADEMY FOR YOUNG MEN OF STATEN ISLAND, I.S. 49 BERTA A. DREYFUS",0,0,0,0,0,9.2800000,501.0
"THE FAMILY SCHOOL, SHERIDAN ACADEMY FOR YOUNG LEADERS",0,0,0,0,0,12.3100000,431.0
"THE FAMILY SCHOOL, SHERIDAN ACADEMY FOR YOUNG LEADERS",0,0,0,0,0,13.5200000,419.0
THE FRESH CREEK SCHOOL,2,0,0,0,0,11.2900000,143.0
THE HARBOR VIEW SCHOOL,0,0,0,0,0,12.6600000,287.0
THE HERITAGE HIGH SCHOOL,0,0,0,0,0,12.4200000,313.0
"THE HUNTS POINT SCHOOL, THE VIDA BOGART SCHOOL FOR ALL CHILDREN, HYDE LEADERSHIP CHARTER SCHOOL",2,0,0,0,0,8.3200000,254.0
"THE HUNTS POINT SCHOOL, THE VIDA BOGART SCHOOL FOR ALL CHILDREN, HYDE LEADERSHIP CHARTER SCHOOL",2,0,0,0,0,7.8700000,980.0
"THE LONGWOOD ACADEMY OF DISCOVERY, PS 10",0,0,0,0,0,11.3900000,500.0
"THE MATH & SCIENCE EXPLORATORY SCHOOL, BROOKLYN HIGH SCHOOL OF THE ARTS",0,0,0,0,0,13.3900000,927.0
"THE MATH & SCIENCE EXPLORATORY SCHOOL, BROOKLYN HIGH SCHOOL OF THE ARTS",0,0,0,0,0,9.5300000,522.0
THE MATILDA AVENUE SCHOOL,0,0,0,0,0,11.3800000,237.0
"THE MICHAEL J. PETRIDES SCHOOL, P037R @ PETRIDES, BRIDGE PREPARATORY CHARTER SCHOOL",3,0,0,0,0,14.3600000,1444.0
"THE NEW AMERICAN ACADEMY AT ROBERTO, I.S. 229 ROLAND PATTERSON",1,0,0,0,0,6.3100000,166.0
"THE NEW AMERICAN ACADEMY AT ROBERTO, I.S. 229 ROLAND PATTERSON",1,0,0,0,0,11.6400000,380.0
"THE PECK SLIP SCHOOL, PRE-K CENTER AT 1 PECK SLIP",0,0,0,0,0,13.0000000,325.0
THE STEPHANIE A VIERNO SCHOOL,0,0,0,0,0,14.5100000,653.0
"THE URBAN ASSEMBLY SCHOOL FOR GLOBAL, ALC - CHOIR ACADEMY, DEMOCRACY PREP HARLEM CHARTER ELEMENTARY",2,0,0,0,0,5.7000000,153.0
"THE WALTON AVENUE SCHOOL, LUCERO ELEMENTARY SCHOOL",0,0,0,0,0,12.1800000,268.0
"THE WALTON AVENUE SCHOOL, LUCERO ELEMENTARY SCHOOL",0,0,0,0,0,11.4000000,399.0
"THOMAS C. GIORDANO MIDDLE SCHOOL 45, P.S. X012 LEWIS AND CLARK SCHOOL",2,0,0,0,0,11.6000000,472.0
"THOMAS JEFFERSON YABC, HIGH SCHOOL FOR CIVIL RIGHTS, PERFORMING ARTS AND TECHNOLOGY HIGH SCHOOL, WOR",1,0,0,0,0,9.5200000,223.0
"THOMAS JEFFERSON YABC, HIGH SCHOOL FOR CIVIL RIGHTS, PERFORMING ARTS AND TECHNOLOGY HIGH SCHOOL, WOR",1,0,0,0,0,6.5900000,140.0
"THOMAS JEFFERSON YABC, HIGH SCHOOL FOR CIVIL RIGHTS, PERFORMING ARTS AND TECHNOLOGY HIGH SCHOOL, WOR",1,0,0,0,0,9.4400000,319.0
"THOMAS JEFFERSON YABC, HIGH SCHOOL FOR CIVIL RIGHTS, PERFORMING ARTS AND TECHNOLOGY HIGH SCHOOL, WOR",1,0,0,0,0,7.0000000,132.0
TOTTENVILLE HIGH SCHOOL,3,0,0,0,0,15.6600000,3783.0
TRANSIT TECH CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,1,0,0,0,0,10.1600000,805.0
"UNCOMMON PREPARATORY CHARTER HIGH SCH, BROOKLYN GENERATION SCH, BROOKLYN THEATRE ARTS HS, VICTORY CO",3,0,0,0,0,14.2900000,383.0
"UNCOMMON PREPARATORY CHARTER HIGH SCH, BROOKLYN GENERATION SCH, BROOKLYN THEATRE ARTS HS, VICTORY CO",3,0,0,0,0,8.9200000,116.0
"UNCOMMON PREPARATORY CHARTER HIGH SCH, BROOKLYN GENERATION SCH, BROOKLYN THEATRE ARTS HS, VICTORY CO",3,0,0,0,0,6.9900000,181.0
"UNCOMMON PREPARATORY CHARTER HIGH SCH, BROOKLYN GENERATION SCH, BROOKLYN THEATRE ARTS HS, VICTORY CO",3,0,0,0,0,12.0000000,216.0
"UNCOMMON PREPARATORY CHARTER HIGH SCH, BROOKLYN GENERATION SCH, BROOKLYN THEATRE ARTS HS, VICTORY CO",3,0,0,0,0,12.6300000,264.0
UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,0,0,0,0,0,12.6800000,487.0
"UNIVERSITY NEIGHBORHOOD MIDDLE SCHOOL, ORCHARD COLLEGIATE ACADEMY",1,0,0,0,0,9.9000000,99.0
"UNIVERSITY NEIGHBORHOOD MIDDLE SCHOOL, ORCHARD COLLEGIATE ACADEMY",1,0,0,0,0,12.3200000,271.0
"UNIVERSITY NEIGHBORHOOD MIDDLE SCHOOL, ORCHARD COLLEGIATE ACADEMY",1,0,0,0,0,5.7700000,160.0
"URBAN ASSEMBLY INSTITUTE OF MATH AND SCIENCE FOR YOUNG WOMEN, P.S. K369  - COY L. COX SCHOOL, THE UR",0,0,0,0,0,9.6200000,440.0
"URBAN ASSEMBLY INSTITUTE OF MATH AND SCIENCE FOR YOUNG WOMEN, P.S. K369  - COY L. COX SCHOOL, THE UR",0,0,0,0,0,12.7700000,443.0
"URBAN ASSEMBLY SCHOOL FOR APPLIED MATH AND SCIENCE, THE, VALIDUS PREPARATORY ACADEMY: AN EXPEDITIONA",0,0,0,0,0,11.4100000,331.0
"URBAN ASSEMBLY SCHOOL FOR APPLIED MATH AND SCIENCE, THE, VALIDUS PREPARATORY ACADEMY: AN EXPEDITIONA",0,0,0,0,0,8.6100000,586.0
"URBAN ASSEMBLY SCHOOL FOR APPLIED MATH AND SCIENCE, THE, VALIDUS PREPARATORY ACADEMY: AN EXPEDITIONA",0,0,0,0,0,9.7300000,253.0
"URBAN ASSEMBLY SCHOOL OF BUSINESS FOR YOUNG WOMEN, THE, LOWER MANHATTAN COMMUNITY MIDDLE SCHOOL, RIC",2,0,0,0,0,9.2700000,328.0
"URBAN ASSEMBLY SCHOOL OF BUSINESS FOR YOUNG WOMEN, THE, LOWER MANHATTAN COMMUNITY MIDDLE SCHOOL, RIC",2,0,0,0,0,8.4400000,84.0
"URBAN INSTITUTE OF MATHEMATICS, MOTT HALL COMMUNITY SCHOOL, BRONX DELTA SCHOOL",0,0,0,0,0,7.7700000,414.0
"URBAN INSTITUTE OF MATHEMATICS, MOTT HALL COMMUNITY SCHOOL, BRONX DELTA SCHOOL",0,0,0,0,0,12.7400000,301.0
"URBAN INSTITUTE OF MATHEMATICS, MOTT HALL COMMUNITY SCHOOL, BRONX DELTA SCHOOL",0,0,0,0,0,13.6100000,372.0
"URBAN SCHOLARS COMMUNITY SCHOOL, NEW YORK CENTER FOR AUTISM CHARTER SCHOOL BRONX, P.S. X188",0,0,0,0,0,3.5600000,32.0
"URBAN SCHOLARS COMMUNITY SCHOOL, NEW YORK CENTER FOR AUTISM CHARTER SCHOOL BRONX, P.S. X188",0,0,0,0,0,10.0000000,325.0
"VAN SICLEN COMMUNITY MIDDLE SCHOOL, THE EAST NEW YORK ARTS AND CIVICS HIGH SCHOOL, ACHIEVEMENT FIRST",0,0,0,0,0,14.8200000,756.0
"VAN SICLEN COMMUNITY MIDDLE SCHOOL, THE EAST NEW YORK ARTS AND CIVICS HIGH SCHOOL, ACHIEVEMENT FIRST",0,0,0,0,0,10.7300000,161.0
"VAN SICLEN COMMUNITY MIDDLE SCHOOL, THE EAST NEW YORK ARTS AND CIVICS HIGH SCHOOL, ACHIEVEMENT FIRST",0,0,0,0,0,10.7500000,221.0
"VISTA ACADEMY, ACHIEVEMENT FIRST APOLLO CHARTER SCHOOL, LIBERTY AVENUE MIDDLE SCHOOL",0,0,0,0,0,13.8200000,912.0
"VISTA ACADEMY, ACHIEVEMENT FIRST APOLLO CHARTER SCHOOL, LIBERTY AVENUE MIDDLE SCHOOL",0,0,0,0,0,9.4600000,439.0
"VISTA ACADEMY, ACHIEVEMENT FIRST APOLLO CHARTER SCHOOL, LIBERTY AVENUE MIDDLE SCHOOL",0,0,0,0,0,11.2900000,418.0
"WALTON YABC, HIGH SCHOOL FOR TEACHING AND THE PROFESSIONS, CELIA CRUZ BRONX HIGH SCHOOL OF MUSIC, TH",2,0,0,0,0,11.6400000,415.0
"WALTON YABC, HIGH SCHOOL FOR TEACHING AND THE PROFESSIONS, CELIA CRUZ BRONX HIGH SCHOOL OF MUSIC, TH",2,0,0,0,0,15.1100000,423.0
"WALTON YABC, HIGH SCHOOL FOR TEACHING AND THE PROFESSIONS, CELIA CRUZ BRONX HIGH SCHOOL OF MUSIC, TH",2,0,0,0,0,10.8300000,469.0
"WALTON YABC, HIGH SCHOOL FOR TEACHING AND THE PROFESSIONS, CELIA CRUZ BRONX HIGH SCHOOL OF MUSIC, TH",2,0,0,0,0,10.2200000,221.0
WASHINGTON HEIGHTS ACADEMY,1,0,0,0,0,13.8100000,511.0
WASHINGTON IRVING HS/INTERNATIONAL HS @UNION SQUARE,4,0,0,0,0,10.7100000,412.0
WASHINGTON IRVING HS/INTERNATIONAL HS @UNION SQUARE,4,0,0,0,0,12.8600000,516.0
WASHINGTON IRVING HS/INTERNATIONAL HS @UNION SQUARE,4,0,0,0,0,7.6900000,155.0
WASHINGTON IRVING HS/INTERNATIONAL HS @UNION SQUARE,4,0,0,0,0,12.4500000,322.0
WASHINGTON IRVING HS/INTERNATIONAL HS @UNION SQUARE,4,0,0,0,0,11.4200000,468.0
WAVE PREPARATORY ELEMENTARY SCHOOL,0,0,0,0,0,14.8500000,435.0
"WILLIAMSBURG HIGH SCHOOL FOR ART AND TECHNOLOGY, LYONS COMMUNITY SCHOOL, BROOKLYN LATIN SCHOOL, THE",0,0,0,0,0,15.7300000,800.0
"WILLIAMSBURG HIGH SCHOOL FOR ART AND TECHNOLOGY, LYONS COMMUNITY SCHOOL, BROOKLYN LATIN SCHOOL, THE",0,0,0,0,0,8.2400000,383.0
"WILLIAMSBURG HIGH SCHOOL FOR ART AND TECHNOLOGY, LYONS COMMUNITY SCHOOL, BROOKLYN LATIN SCHOOL, THE",0,0,0,0,0,13.3100000,408.0
YOUNG VOICES ACADEMY OF THE BRONX,0,0,0,0,0,14.6000000,369.0
A. PHILIP RANDOLPH CAMPUS HIGH SCHOOL,2,0,0,0,0,15.8500000,1289.0
ABRAHAM LINCOLN HIGH SCHOOL,2,0,0,0,0,16.9900000,2129.0
ACADEMY FOR PERSONAL LEADERSHIP AND EXCELLENCE,2,0,0,0,0,8.8600000,706.0
ACADEMY OF AMERICAN STUDIES,2,0,0,0,0,17.0200000,1363.0
"ACADEMY OF FINANCE AND  ENTERPRISE, BARD HIGH SCHOOL EARLY COLLEGE QUEENS, HIGH SCHOOL OF APPLIED CO",0,0,0,0,0,11.6000000,564.0
ACADEMY OF THE CITY CHARTER SCHOOL,0,0,0,0,0,17.4600000,716.0
ACADEMY OF THE CITY CHARTER SCHOOL,0,0,0,0,0,17.4600000,716.0
ACHIEVEMENT FIRST EAST NEW YORK CHARTER SCHOOL,1,0,0,0,0,12.6400000,1144.0
"ALBERT SHANKER SCHOOL FOR VISUAL AND PERFORMING ARTS, THE 30TH AVENUE SCHOOL (G&T CITYWIDE) ANNEX",3,0,0,0,0,10.3300000,387.0
ALC - PS 138K ANNEX,2,0,0,0,0,5.4400000,685.0
ALC - PS 138K ANNEX,2,0,0,0,0,10.1500000,414.0
AVIATION CAREER & TECHNICAL EDUCATION HIGH SCHOOL,0,0,0,0,0,12.5900000,1821.0
AVIATION CAREER & TECHNICAL EDUCATION HIGH SCHOOL,1,0,0,0,0,12.5900000,1821.0
BACCALAUREATE SCHOOL FOR GLOBAL EDUCATION,4,0,0,0,0,15.1400000,527.0
BARUCH COLLEGE CAMPUS HIGH SCHOOL,1,0,0,0,0,15.3100000,490.0
"BAYSIDE HIGH SCHOOL, P.S. Q811",0,0,0,0,0,16.9500000,3011.0
BEACON HIGH SCHOOL,0,0,0,0,0,16.1600000,1449.0
BENJAMIN BANNEKER ACADEMY,3,0,0,0,0,13.9100000,759.0
"BENJAMIN N. CARDOZO HIGH SCHOOL, P.S. Q993",2,0,0,0,0,16.5600000,3100.0
BRILLA COLLEGE PREPARATORY CS,0,0,0,0,0,†,754.0
"BRONX ARENA HIGH SCHOOL, BRONX CHARTER SCHOOL FOR THE ARTS ANNEX",0,0,0,0,0,9.5000000,114.0
"BRONX HAVEN HIGH SCHOOL, BRONX DESIGN AND CONSTRUCTION ACADEMY, ALFRED E. SMITH CAREER AND TECHNICAL",0,0,0,0,0,8.0300000,231.0
BRONX HIGH SCHOOL OF SCIENCE,2,0,0,0,0,20.8700000,2951.0
"BRONX HS FOR WRITING & COMMUNICATION, BRONX LAB SCHOOL, HS OF COMPUTERS & TECHNOLOGY, BRONX ACADEMY",5,0,0,0,0,13.1700000,220.0
"BRONX SCHOOL FOR LAW, GOVERNMENT AND",0,0,0,0,0,12.1300000,747.0
BROOKLYN ARBOR ELEMENTARY SCHOOL,0,0,0,0,0,13.8000000,552.0
BROOKLYN ASCEND CHARTER SCHOOL,1,0,0,0,0,12.1800000,1376.0
